policy_number,claim_date,claim_amount
2688,9/30/2015,225888.6521
3460,6/13/2014,225867.2836
13240,8/25/2011,225827.89
25004,8/17/2014,225621.417
28668,6/29/2013,225572.2206
2210,7/25/2011,225542.0185
8011,12/10/2017,225431.6419
192,12/19/2014,225343.7488
18113,11/24/2017,225103.1893
28913,8/4/2014,225064.3021
4346,4/22/2016,224962.7742
24440,6/28/2013,224945.9527
16721,3/11/2013,224867.2858
7598,7/21/2012,224865.5609
28422,1/19/2013,224812.6106
1789,8/6/2013,224789.1659
12239,4/15/2014,224776.8025
8542,4/7/2016,224761.585
19296,3/21/2016,224760.9609
29830,8/1/2015,224750.3383
20780,3/13/2017,224671.2872
19458,7/14/2014,224661.5196
13067,8/14/2011,224640.6938
21385,10/25/2017,224548.0508
714,12/5/2014,224277.5662
10800,10/31/2014,224213.9929
22100,3/22/2011,224194.6477
8017,5/23/2014,224152.9547
430,6/15/2016,224152.9101
22024,6/23/2016,224133.529
4500,9/15/2013,224043.809
19664,10/14/2014,223913.381
8014,1/25/2014,223909.2154
24762,8/8/2014,223784.5025
20756,11/21/2014,223765.4777
10880,12/17/2011,223744.7729
6655,8/30/2016,223681.9884
23310,4/10/2016,223587.9425
25150,10/27/2011,223587.6049
3935,7/8/2011,223568.6911
7027,5/13/2016,223562.0968
22307,1/27/2015,223548.0538
14468,12/4/2013,223510.8645
4805,6/16/2016,223471.1041
17031,7/29/2014,223394.2555
5786,3/16/2013,223201.8582
3243,10/23/2016,223190.94
27809,10/12/2017,223065.0676
227,7/29/2012,222984.171
19139,8/21/2014,222974.6763
21133,11/21/2016,222876.1789
4405,5/16/2014,222866.9768
18122,9/9/2017,222849.2254
26154,8/23/2013,222837.0697
18136,5/16/2012,222835.0349
24816,6/4/2014,222750.4173
2032,12/13/2015,222714.9957
6016,9/16/2013,222669.0495
2120,11/24/2012,222644.2219
6227,9/24/2016,222617.319
24654,9/3/2012,222608.1527
25573,1/7/2014,222531.9431
16346,5/13/2014,222473.5897
2127,7/28/2016,222445.5212
16499,4/5/2016,222392.2578
11532,3/25/2014,222389.2709
2688,9/1/2013,222311.1222
19311,3/15/2017,222293.7337
12452,10/25/2017,222284.1878
23983,12/26/2014,222148.1
3015,10/13/2017,222084.5839
1459,3/13/2014,222080.7064
20085,10/22/2012,221990.303
16810,8/31/2011,221973.0368
18055,12/16/2017,221941.4149
28181,11/7/2014,221922.1437
26444,1/10/2014,221792.4
19587,8/17/2014,221789.2753
25654,2/8/2013,221784.6347
19599,9/19/2012,221689.4578
18318,6/26/2017,221677.2791
14429,1/13/2011,221674.537
626,3/30/2016,221590.8227
8301,8/23/2014,221522.6215
4026,6/2/2012,221432.9527
29530,11/30/2012,221416.6704
17261,9/10/2015,221361.4358
5715,11/4/2015,221188.2936
13547,2/16/2017,221001.082
13741,9/1/2014,220979.7211
3122,6/6/2012,220943.8572
5283,12/23/2011,220912.4755
26974,10/10/2015,220856.4697
20407,2/27/2012,220843.4419
448,1/6/2012,220787.5238
17326,12/21/2015,220736.4018
12910,6/23/2017,220686.8202
6719,4/23/2015,220513.3893
9222,9/4/2013,220478.7952
12484,8/3/2011,220473.3744
11987,4/21/2015,220235.0895
15724,4/9/2017,220234.6287
245,6/14/2017,220138.5105
21217,1/10/2011,220124.6161
26038,9/3/2012,220026.3651
8185,9/18/2017,219999.3505
23742,12/1/2017,219954.0179
11282,8/16/2017,219915.5775
11296,9/20/2017,219914.7589
19760,1/17/2016,219911.6628
23558,9/15/2011,219847.2277
18160,6/15/2016,219839.5061
1041,4/28/2015,219825.5987
11025,10/16/2016,219761.9761
19082,4/17/2016,219710.4888
2454,5/30/2014,219688.3458
3821,2/22/2012,219687.962
19199,2/22/2015,219526.5931
15190,2/19/2015,219465.8817
25695,9/14/2013,219343.0762
4130,7/26/2017,219298.1317
2881,9/30/2015,219169.8515
15735,10/30/2015,219164.3763
4593,4/29/2014,219159.3935
6701,5/19/2014,219144.3639
8985,4/24/2015,219130.2775
29996,12/31/2016,219074.5816
22679,10/29/2017,219057.3
23203,1/8/2011,219054.0228
25155,3/12/2014,219041.2034
4519,7/14/2016,219030.4044
4890,3/5/2014,218983.6728
18409,10/3/2013,218846.2557
27341,10/7/2011,218838.5925
4582,6/17/2013,218801.8201
26109,7/21/2016,218750.7219
29094,10/24/2011,218734.146
20381,1/19/2014,218721.1616
12905,1/11/2015,218651.3163
10613,11/23/2015,218518.2317
28309,3/15/2017,218399.4626
27809,12/16/2015,218334.3215
24036,5/30/2015,218250.6059
24477,5/14/2015,218245.1029
16178,10/13/2013,218026.2499
9654,6/26/2017,217917.9416
28511,9/20/2016,217904.2468
5167,1/23/2011,217872.3179
28769,11/21/2016,217787.0651
17040,12/19/2011,217744.5736
19873,1/23/2015,217708.4012
4870,7/6/2017,217663.5565
8443,12/10/2017,217484.8931
23753,12/28/2015,217407.346
19147,1/23/2017,217400.4915
7730,6/25/2016,217271.1784
8839,12/25/2012,217190.1679
15305,7/13/2011,217157.4857
385,12/14/2011,217150.0456
9719,9/7/2013,217146.4989
2782,12/6/2015,217091.4519
14841,4/13/2012,217085.7994
25576,11/2/2014,217064.9062
16387,10/9/2017,216778.3571
6215,6/30/2015,216537.6839
27008,7/26/2014,216524.1537
28915,8/11/2017,216513.2782
14402,2/10/2011,216478.2857
2454,7/25/2015,216474.5241
12475,2/22/2016,216400.2264
18699,8/30/2015,216342.4267
26116,10/26/2013,216293.9226
4730,11/16/2013,216219.608
2789,4/16/2015,216208.2811
8204,4/15/2011,216175.3217
3423,7/16/2014,216157.8986
24775,5/2/2011,216149.1224
4710,9/27/2013,216117.4721
17016,3/21/2014,216094.4024
28927,9/9/2012,216093.7242
25289,9/17/2015,216085.3934
29943,10/4/2011,216044.6176
13649,6/4/2017,215951.9666
12921,11/26/2013,215945.3119
14423,5/14/2016,215903.0889
14741,7/13/2013,215869.7633
5805,1/29/2015,215823.0604
6103,10/10/2017,215822.9669
24933,12/29/2017,215809.9288
17686,1/8/2015,215808.5318
19123,1/19/2014,215706.0943
24745,2/8/2017,215668.8008
10181,8/1/2011,215660.0603
24572,9/3/2014,215640.2169
6326,3/27/2011,215562.702
6014,1/15/2017,215519.7146
27082,3/7/2017,215457.7248
20099,3/17/2015,215443.6917
12295,6/3/2013,215437.6584
3018,4/29/2015,215291.1914
20934,1/23/2011,215186.4157
3500,12/29/2017,215173.4929
27170,8/30/2015,215138.9803
27976,1/6/2013,215040.9483
13281,3/24/2015,215012.5627
5815,8/6/2017,214997.5983
25639,11/20/2011,214884.4002
12322,12/18/2017,214866.9885
22890,6/28/2017,214759.6845
21255,1/5/2014,214729.0562
21133,6/19/2013,214668.122
25192,6/3/2016,214610.1662
16446,12/7/2016,214558.2051
2127,9/17/2012,214402.7672
25728,7/12/2017,214289.5288
14157,10/9/2016,214201.3463
15702,7/11/2011,214198.5505
9187,3/13/2015,214188.5213
18016,7/14/2016,214148.8476
3535,8/18/2013,214139.1016
29085,3/20/2016,214127.8536
20788,6/7/2011,214114.013
4646,10/26/2017,214095.5257
17763,7/4/2017,213985.6591
6067,11/25/2013,213959.7864
17049,12/8/2012,213955.1514
22474,9/21/2015,213910.3961
17877,9/20/2016,213718.1647
1817,7/26/2017,213704.4537
3436,7/30/2016,213562.6156
11634,10/18/2017,213504.1246
2386,8/15/2017,213496.3018
6757,9/1/2015,213494.6278
21307,10/8/2016,213484.8581
22134,2/9/2013,213454.805
12165,8/13/2016,213430.9801
1457,7/5/2012,213428.997
16244,5/21/2017,213297.1247
6311,10/15/2014,213147.7285
13333,2/17/2015,213051.2335
20885,2/2/2012,212936.9692
19199,9/14/2014,212879.2911
12559,5/19/2016,212863.7217
19464,1/16/2015,212842.3612
9532,3/22/2016,212779.9133
15190,3/23/2012,212673.9122
20263,10/6/2016,212668.5039
13717,10/6/2014,212261.387
26673,7/30/2017,212260.0796
11573,6/2/2017,212226.9832
12181,3/23/2012,212187.5206
17956,10/14/2014,212148.9285
7531,11/10/2011,212031.7065
18654,6/10/2016,211917.3642
18160,10/13/2012,211916.1557
2646,9/16/2016,211847.6644
22512,9/3/2016,211847.2685
22343,3/14/2014,211837.5551
19363,10/30/2012,211749.6676
16841,2/12/2015,211726.0707
10447,1/11/2012,211584.2799
4295,4/10/2015,211574.309
7346,10/21/2014,211573.3066
10982,7/26/2016,211540.1219
20442,1/7/2013,211497.3952
5395,8/14/2017,211480.0624
4450,12/26/2016,211469.462
3234,2/5/2015,211441.2454
14383,3/3/2016,211417.3427
12181,11/30/2017,211400.6243
19458,9/5/2013,211240.7313
23040,7/29/2015,211178.473
1425,12/6/2017,211161.9303
26856,10/18/2016,211118.839
28389,5/29/2013,211113.0818
18341,10/13/2017,211040.387
15867,1/8/2014,211015.6353
27773,10/18/2013,211013.9006
4755,7/13/2016,210996.1835
13913,3/31/2013,210911.3881
1604,4/28/2017,210887.3366
24161,1/26/2013,210877.7308
27982,10/29/2011,210869.0897
12853,10/26/2011,210835.2321
19706,11/11/2014,210798.7192
16256,4/16/2016,210789.73
10800,3/3/2012,210745.5176
14140,3/23/2012,210745.2452
17143,1/24/2016,210729.5564
20518,6/29/2013,210496.9852
23753,7/16/2013,210398.6403
9255,10/20/2017,210345.2605
15396,3/22/2011,210342.8028
26021,9/1/2012,210319.2814
1032,3/30/2017,210261.9594
13851,12/10/2015,210222.8679
26778,6/5/2015,210193.2787
22198,4/26/2013,210168.6239
2478,6/16/2012,210095.8326
15142,9/30/2014,210075.5232
19967,3/20/2015,210069.1129
15870,3/11/2015,209994.0085
22479,12/20/2015,209983.0429
19198,7/21/2011,209979.4812
18491,12/21/2015,209956.0833
2236,4/2/2014,209906.2774
27634,3/10/2014,209838.7855
14724,6/14/2012,209789.0718
20304,7/10/2014,209740.7556
23997,3/9/2014,209615.1217
878,10/26/2014,209564.7575
10305,10/4/2015,209556.633
8115,8/21/2017,209533.1543
14134,12/15/2015,209496.3616
13515,10/23/2017,209493.551
18109,7/14/2013,209449.9554
2128,5/30/2014,209413.3367
14407,12/15/2011,209400.1062
26918,1/18/2011,209370.6883
28011,1/19/2013,209363.8117
4346,8/27/2014,209246.6503
12475,10/15/2015,209196.6631
15379,12/6/2015,209126.1599
13223,11/5/2011,209112.0851
27669,11/6/2013,209096.4625
16359,9/16/2015,209064.0592
21736,10/18/2012,209000.6032
26522,8/11/2016,208905.1584
13479,2/17/2012,208888.0557
26510,12/31/2011,208875.9356
1102,6/26/2017,208869.6795
11422,10/2/2011,208754.13
7544,3/26/2013,208753.5395
13668,11/5/2017,208722.6632
7886,9/18/2013,208702.6606
17052,9/21/2011,208697.6481
10778,2/27/2014,208629.4677
18683,7/14/2014,208586.0315
28815,6/13/2014,208515.3687
25144,7/27/2017,208476.6833
10637,5/28/2012,208426.2756
5609,10/27/2017,208291.375
19204,12/28/2016,208249.6666
49,12/22/2017,208201.9527
21318,5/15/2014,208199.018
18179,3/13/2011,208145.0633
12174,2/13/2012,208125.4065
10306,6/17/2013,208111.6941
29261,6/6/2014,208102.5451
22215,7/5/2014,208097.6972
2881,7/19/2012,208046.7971
389,5/13/2017,208010.4415
1807,10/25/2015,207998.0648
8375,9/19/2014,207931.838
29247,12/8/2017,207829.1019
10372,7/24/2013,207650.5313
20076,8/17/2016,207608.1863
20713,5/5/2015,207586.1455
20018,1/15/2016,207586.014
4533,1/11/2011,207556.9328
19099,8/31/2017,207553.7873
23401,10/18/2017,207539.4987
21908,8/14/2016,207506.7517
12974,7/29/2013,207502.522
5311,12/4/2014,207495.8843
3535,11/4/2016,207483.6045
16692,8/12/2017,207480.7411
8985,2/7/2012,207461.5308
20222,4/6/2017,207418.2729
2007,5/30/2015,207399.4321
28889,10/9/2011,207377.167
4229,12/31/2017,207376.4683
8375,3/17/2013,207207.5505
18828,9/29/2015,207080.9614
18109,10/29/2012,207012.0735
2863,7/31/2015,207005.0001
12374,9/1/2015,206972.6726
18602,10/26/2014,206904.3475
7196,1/1/2012,206863.1525
3383,10/4/2012,206822.4045
12632,1/14/2012,206762.8065
9090,6/8/2011,206734.6205
29787,4/7/2012,206710.092
28236,6/9/2016,206649.7559
7544,5/4/2011,206645.174
9948,3/21/2011,206636.6847
24357,3/29/2015,206630.1075
29093,9/18/2012,206613.6597
8700,5/2/2013,206501.9971
1336,10/26/2015,206496.5782
28312,7/12/2013,206487.7075
26583,2/22/2012,206385.6276
22479,3/23/2017,206337.9504
2317,9/1/2013,206309.5676
20065,9/14/2014,206290.4948
29256,11/28/2017,206224.8985
12953,10/14/2012,206204.4767
8757,11/3/2016,206196.8719
22041,8/23/2016,206187.2497
9502,5/25/2012,206182.9152
15214,9/13/2015,206165.9587
12825,7/12/2012,206146.2932
15289,9/26/2017,206132.8761
15200,3/8/2015,206084.6209
11815,10/21/2015,205973.1289
27478,11/23/2015,205891.4137
28825,9/23/2015,205863.433
10678,4/4/2015,205830.1624
14840,12/9/2016,205801.3478
23304,10/29/2015,205664.2794
8118,7/26/2013,205634.9619
29108,7/6/2013,205576.6957
3198,5/13/2015,205568.4965
5517,11/6/2013,205568.4813
4215,2/29/2012,205560.8526
27525,11/3/2015,205385.2163
12269,2/24/2012,205295.2086
19672,4/22/2017,205207.7776
9309,7/13/2014,205168.931
24439,4/16/2015,205151.6577
29313,11/9/2015,205128.0365
10703,1/17/2017,205126.1322
12853,2/3/2012,205123.6512
20238,2/8/2011,205087.9368
19835,1/14/2017,205069.4911
21427,8/16/2011,204980.6478
22573,10/26/2016,204964.9692
28870,9/1/2013,204949.8664
2885,7/13/2016,204933.9578
11422,11/5/2012,204888.0831
18961,9/25/2016,204880.3097
28559,10/22/2013,204846.0686
16504,12/11/2011,204808.2794
785,1/20/2015,204790.8267
3673,7/3/2016,204776.1927
23397,7/3/2016,204697.7586
24756,10/27/2015,204668.5634
4735,6/21/2016,204656.1548
5365,1/7/2015,204648.219
4217,9/2/2016,204634.2904
14725,8/17/2016,204620.5482
4323,9/25/2017,204608.2915
12464,4/12/2015,204598.0383
1197,3/29/2011,204574.0687
22463,5/4/2014,204502.4443
13515,5/8/2016,204482.0118
7437,11/7/2015,204437.0774
6196,9/11/2016,204430.1767
4221,9/24/2014,204410.821
13688,12/31/2015,204368.9894
13753,5/18/2015,204358.875
14648,10/27/2017,204334.8153
18714,3/18/2013,204301.153
24319,7/4/2011,204291.3094
7247,5/9/2011,204279.1839
18411,9/21/2013,204224.9425
9952,10/30/2012,204214.3319
9300,12/24/2013,204170.3985
29321,4/13/2011,204162.4267
17418,9/27/2015,204124.4545
2755,12/1/2013,204046.0937
22429,7/10/2015,204045.1254
3121,7/28/2017,204034.5579
20393,8/17/2015,203891.0147
16850,7/4/2011,203844.1041
4938,4/18/2014,203763.7322
3854,7/12/2016,203664.306
7679,11/20/2012,203626.0006
17574,6/23/2017,203554.8328
28098,7/27/2011,203552.73
15686,5/28/2013,203499.2454
6251,6/25/2017,203408.1584
28808,4/1/2016,203346.1578
13343,4/29/2011,203322.2351
17939,1/18/2011,203311.156
7586,11/17/2012,203290.8265
5278,10/25/2017,203237.6566
12172,3/8/2016,203221.5337
24227,3/14/2017,203208.389
834,3/2/2014,203202.9299
12475,12/9/2013,203159.386
4648,5/24/2017,203149.5347
1565,5/15/2011,203091.3358
18544,6/17/2013,203008.3804
4704,1/30/2014,202986.9341
14087,8/10/2011,202985.8324
15849,10/8/2013,202981.1924
13619,6/9/2017,202967.7933
22363,4/9/2015,202947.8591
27887,12/17/2016,202878.5205
27669,11/4/2011,202875.4914
7931,7/6/2014,202871.8486
13406,12/12/2017,202849.7689
4247,6/24/2014,202845.2149
19838,7/26/2016,202825.2049
13389,1/31/2012,202821.0899
25018,5/9/2011,202805.5457
29040,5/27/2016,202790.7857
16310,8/9/2014,202790.2405
5186,8/27/2017,202697.9472
22661,6/26/2014,202681.292
29360,7/27/2012,202666.4125
14591,12/14/2014,202664.1752
19551,10/25/2017,202611.1954
4450,8/5/2014,202568.6105
9327,2/17/2012,202550.4382
18770,12/5/2016,202524.7053
24816,5/28/2016,202508.3896
17111,12/24/2017,202484.5562
1746,3/28/2013,202478.076
22929,6/19/2016,202477.6959
7923,1/24/2012,202420.2266
19244,9/22/2017,202286.593
6436,9/25/2017,202226.2901
17356,10/11/2014,202224.8854
24951,4/26/2016,202125.5242
621,4/24/2016,201995.044
782,12/12/2013,201891.9482
6215,12/9/2014,201835.2
28011,8/11/2014,201835.198
28767,12/18/2011,201801.3731
15941,5/29/2012,201743.7558
23310,9/3/2012,201644.0615
1437,1/28/2017,201604.0988
7298,5/13/2017,201553.423
4964,6/22/2017,201493.398
21325,2/12/2016,201487.7923
15414,4/20/2013,201456.59
36,3/23/2011,201329.2611
18277,2/8/2012,201302.9562
28821,12/19/2015,201145.1671
16195,7/24/2011,201125.1725
1408,4/7/2011,201124.2952
4166,7/17/2013,201099.9236
27852,11/26/2014,201084.6772
11323,3/13/2017,201066.3391
15105,12/2/2016,201038.483
2271,5/1/2016,200973.211
16825,10/26/2012,200959.7657
20984,7/18/2011,200893.4575
24344,7/3/2015,200854.4081
5330,11/4/2013,200844.6869
23771,1/16/2016,200806.9247
4770,1/28/2011,200787.0445
22000,1/28/2016,200783.2839
4082,9/7/2015,200767.6723
22832,8/25/2016,200725.5479
1925,12/19/2014,200708.0205
19226,4/21/2016,200706.4185
23586,3/2/2016,200688.0896
16986,7/28/2011,200685.3533
29701,5/13/2016,200600.7749
26673,1/21/2011,200596.8462
28465,5/18/2011,200556.0578
21268,12/9/2012,200527.4107
13123,3/1/2015,200425.4084
18594,1/29/2013,200383.2233
19551,6/6/2015,200381.5279
12437,11/5/2015,200366.3945
4946,6/16/2013,200358.7247
315,3/3/2015,200292.831
3603,2/11/2016,200224.5144
16437,1/28/2017,200150.9077
1430,1/20/2016,200085.8777
23532,10/10/2014,200012.3997
12027,10/25/2014,199974.1101
10830,7/11/2012,199947.6365
6365,11/25/2014,199805.5518
13228,2/4/2015,199734.9727
21427,6/15/2013,199706.3432
14978,5/10/2017,199690.5106
23546,4/15/2014,199684.5152
20263,9/6/2013,199531.0426
11021,3/26/2016,199420.3247
19169,10/8/2013,199339.7421
15009,8/18/2017,199318.2998
11299,6/20/2012,199212.5514
12361,2/24/2014,199177.1471
20721,4/16/2016,199116.3205
1635,8/28/2016,199067.5687
10749,5/2/2016,199003.9982
6979,9/17/2011,198931.6632
7675,3/20/2017,198924.3044
6818,1/18/2015,198873.4205
3959,11/22/2013,198805.9507
19955,3/2/2013,198744.6605
21023,8/7/2017,198582.4741
22500,11/9/2014,198562.7911
13980,1/27/2011,198539.4673
1664,11/16/2012,198522.1744
22257,10/17/2015,198517.1773
29347,5/14/2016,198470.8573
2352,9/9/2017,198404.5271
27030,8/23/2012,198384.0213
27288,2/12/2016,198318.4256
24783,4/14/2011,198285.5734
5083,5/27/2014,198263.6982
4573,10/30/2012,198253.0883
4221,5/26/2013,198240.7759
10165,1/29/2012,198232.2624
29830,3/11/2012,198206.8431
17915,11/10/2014,198183.6702
4752,2/23/2017,198110.7452
6311,6/22/2012,198089.008
29726,9/6/2012,198054.2751
29550,1/29/2015,198037.0715
8496,4/21/2017,197979.692
15109,12/13/2013,197873.4759
12409,9/27/2012,197836.0725
4879,11/29/2014,197787.868
25817,1/9/2016,197755.5567
21063,2/22/2016,197736.6054
23532,7/25/2017,197705.4161
2334,2/12/2013,197694.6322
29221,8/27/2016,197683.1161
6182,6/22/2017,197666.9308
14375,12/27/2015,197649.457
27525,4/30/2011,197594.399
6806,5/6/2015,197512.595
10470,8/14/2014,197341.3364
29018,6/16/2016,197289.1249
19621,10/13/2013,197182.673
19001,7/8/2011,197151.9294
29040,7/6/2015,197127.8611
5797,6/2/2016,197109.6514
8804,4/23/2015,197103.5586
24434,10/14/2014,197070.5185
4795,12/22/2011,197066.6207
19276,12/19/2012,197001.8418
8660,11/28/2017,196942.8688
11798,12/21/2016,196913.1661
12165,5/27/2013,196858.6112
29618,11/9/2012,196814.8418
12988,11/27/2011,196814.3481
2765,2/16/2017,196795.7407
19073,1/21/2014,196744.7651
16125,4/16/2013,196728.1545
4098,4/18/2016,196722.7363
17625,2/2/2016,196695.2152
16391,12/9/2014,196692.7666
23304,3/1/2013,196672.5482
13609,11/29/2013,196656.7409
8030,1/29/2015,196481.418
2598,3/17/2016,196410.7677
22949,7/12/2017,196363.0397
7842,1/7/2017,196324.7599
16708,11/8/2017,196261.49
29167,6/6/2012,196246.931
7679,2/2/2013,196237.0088
17909,5/19/2015,196235.5732
9256,4/16/2013,196216.7705
2928,9/28/2014,196201.7054
9078,5/10/2014,196109.2282
15452,8/26/2012,196079.2046
12274,11/21/2017,196075.2138
25260,9/6/2016,196062.1443
26186,8/24/2016,196059.5671
11410,12/31/2012,196016.4589
2563,9/10/2017,195988.4516
21307,4/11/2013,195956.1541
9417,10/11/2014,195944.8374
2376,10/12/2016,195901.9395
28574,5/22/2017,195880.8032
11980,7/26/2015,195880.4535
26186,4/22/2017,195858.7727
2253,8/22/2015,195843.6658
2050,5/30/2012,195711.4984
13490,11/12/2017,195605.9462
8630,10/6/2016,195602.569
16869,2/1/2016,195545.5501
3418,1/31/2014,195538.2863
25282,6/20/2016,195464.7175
2828,11/24/2011,195464.0658
25520,10/3/2016,195430.7246
3406,2/23/2017,195430.4188
884,3/31/2016,195424.7404
12175,10/28/2017,195336.6297
23420,6/18/2014,195165.189
5556,6/20/2013,195163.408
18556,10/20/2012,195149.9535
19296,10/3/2013,195098.1554
16539,12/9/2016,195044.1669
10728,12/10/2013,195041.9919
13875,10/15/2013,195026.8249
19396,9/12/2015,195026.2575
6534,11/28/2016,194908.5058
1604,11/26/2015,194905.1555
